Knowledge Base Article Title	16-Mar	16-Feb	16-Jan	15-Dec	15-Nov	15-Oct	15-Sep	15-Aug	15-Jul	15-Jun	15-May	15-Apr	15-Mar	15-Feb	15-Jan	14-Dec	14-Nov	14-Oct	14-Sep	14-Aug	14-Jul	14-Jun	14-May	14-Apr	14-Mar	14-Feb	14-Jan	13-Dec	13-Nov	13-Oct	13-Sep	13-Aug	13-Jul	13-Jun	13-May	13-Apr	13-Mar	13-Feb	13-Jan	12-Dec	12-Nov	12-Oct	12-Sep	12-Aug	12-Jul	Total
SFUSD Student attendance form	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
SFUSD Student Success Team (SST) and Student Assistance Program (SAP) FAQ	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
SFUSD teaching and Learning - new user registration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"SFUSD Textbooks, Libraries and Media Services forms"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SFUSD Transcript Office	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10
SFUSD Translated documents (Chinese)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SFUSD Translated documents (Spanish)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SFUSD translation department	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SFUSD Urban Systemic Program (USP)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8
SFUSD Visual and Performing Arts	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shake Out San Francisco (Earthquake Drill)	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10
Shape Up San Francisco	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Shelter Reservations between 11pm and 5am	0	0	2	0	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
SHERIDAN ELEM SCHOOL	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Sheriff - Training Unit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sheriff Department - The Garden Project	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7
Sheriff Directory - County Jail No. 7 - San Bruno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
Sheriff Directory: Prisoner Legal Services	0	0	1	0	4	1	0	2	6	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	2	1	1	1	0	1	0	0	0	29
Shop SF	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Shuttle Service from Muni 108 Treasure Island Route to Yerba Buena Island	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Sick Leave Ordinance (Proposition F)	0	1	5	0	4	1	4	4	2	1	2	2	0	1	0	1	2	6	0	3	2	0	3	2	0	0	1	0	0	0	3	0	1	2	1	3	1	1	2	0	0	3	0	1	0	65
Sidewalk Safety - Sidewalk Responsibility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	3
Sign up for the Arts Commission Gallerys e-mail list	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	2	1	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	14
Single Room Occupancy (SRO) Hotel Fire Safety	0	3	4	4	5	0	2	2	3	3	1	0	3	5	3	2	2	6	2	1	5	2	5	0	2	1	1	1	0	3	0	3	5	4	1	1	2	0	0	0	0	0	0	0	0	87
Skate park Concept Design for Potrero del Sol/La Raza Park	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	11
Skycap Assistance - Airport SFO	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	11
Sleeping in Public	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11
Small Business Commission - General Information	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	7
Small Business Commission - Meetings	0	1	1	0	1	1	1	0	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	16
Small Business Commission - Public Information Requests	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Smart on crime	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
Smock Check Stations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Smoking in or near Bus Shelters or Stops	0	0	0	0	0	0	12	2	2	3	1	0	0	0	2	1	7	4	0	3	7	1	0	2	1	2	0	0	0	3	6	10	4	3	3	3	4	0	4	2	3	3	1	11	1	111
Soccer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Sodium Hypochlorite (aka bleach) in Bay/Water	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5
Solar Energy Incentive Program	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	3
SOTA (School of the arts) Admissions Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Southeast Community Facility Commission - Background History	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Southeast Community Facility Commission - Commissioners	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Southeast Community Facility Commission - Contact Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	5
"Southeast Community Facility Commission - Facility Usage, Rules, Regulations"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Southeast Community Facility Commission - Services	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Special EDUCATION description of services	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Special EDUCATION service - CAC parent handbook	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Special EDUCATION service - Problem Solving Strategies for Parents	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Special EDUCATION service - Upcoming events	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Special Olympic Qualifier	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Speeding Complaints	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	0	0	1	5	1	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20
Sprinkler Ordinance - Records Management of	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	2	0	2	0	0	2	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	17
Standing Orders - Juvenile Division	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	7
STARR KING ELEM SCHOOL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Statement of outside mediCal provider	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4
Status of Women - Notive of Funding Availability (Grant Program)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Stop Delivery of SF Examiner Newspaper	0	2	0	0	2	0	2	0	4	6	1	0	0	0	3	0	0	5	1	0	1	5	4	2	3	0	5	0	7	4	2	2	4	2	0	1	1	3	1	1	2	1	0	0	0	77
Street Person needs Medical Help	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Street Space or Street Use Permit Verification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	8	7	2	24	24	17	22	14	11	28	16	25	30	31	29	28	27	13	18	3	2	6	2	5	3	410
Student Placement Committee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"Subdivision and Mapping - Manage Commercial Conversions,Lot Line Adjustments,Lot Merges/Subdivisions,Street/Easement Vacations,Street Name Changes,New Street,Survey Benchmarks - 20060"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3
Submit application form for CAAP	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	8
Submit revisions for building application that is currently under review	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Subordination requests from property owners seeking refinancing to have recorded Order of Abatement subordinated to property loan	0	1	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	1	0	0	1	1	0	3	0	0	0	2	1	2	1	0	2	3	0	0	1	0	0	0	1	0	0	28
Suggest a purchase for San Francisco public library - (Online form)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"Summary of Changes to lines J,N,S,T,9X, 9AX, 9BX,10,15,54,91 effective April 7th, 2007"	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Summer School Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	10
Sunset  Family Resource Collaborative	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
Sunshine campus Hilltop School	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"Sunshine Ordinance, Section 67"	0	0	0	2	1	0	0	1	1	0	1	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	17
Sunshine Requests	0	1	0	1	0	0	0	0	2	1	0	1	2	0	0	3	0	2	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	24
"Sunshine Task Force - Complaint Form - Fax, Mail"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Sunshine Task Force - Complaint Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	11
Sunshine Task Force - Complaint Procedure	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	11
Sunshine Task Force - Complaints and Comments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Sunshine Task Force - Customer Survey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sunshine Task Force - Department Survey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sunshine Task Force - Documents	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4
Sunshine Task Force - FAQs	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Sunshine Task Force - General Information	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9
Sunshine Task Force - Meeting Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Sunshine Task Force - Public Records Request Form	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	9
Sunshine Task Force - Purpose	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	9
"Super Bowl 50 Committee - Media Week/Activities, Community Hotline"	0	36	230	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288
Superior Court - Civil Division - Civil Filing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	1	1	0	1	0	0	1	0	17
Superior Court - Civil Division - FAQs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	23	10	9	9	8	15	10	11	6	4	1	1	1	0	1	0	2	1	0	126
Superior Court - Civil Fee Schedule	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3
Superior Court - Criminal Division - General Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	2	1	5	1	3	2	0	22
Superior Court - Directory/Contact Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	3	0	0	1	0	0	14
Superior Court - Forms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	23	3	6	14	11	8	6	4	9	7	3	0	0	0	0	0	0	0	0	109
Superior Court - Guidelines for Professional Conduct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Superior Court - Press Release	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Superior Court - Probate Department - Wills	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	6	5	7	3	2	6	4	0	43
Superior Court - Query for Case Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Superior Court of CA - ADA Coordinators	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	4
Superior Court Presiding Judge - General Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	5
Superior Court Rules	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Supplemental Security Income Pending (SSIP) service	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	9
Survey for Transit Experience on J Church Line	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4
Sweatfree Ordinance	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
Swimming Pools and Spas	0	1	0	1	1	0	1	0	1	0	0	2	1	0	1	0	1	1	0	2	1	1	0	2	0	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	2	1	0	2	1	30
Symphony Hall Seating Chart	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
T - Line Information (T- Third Line - new service)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Tax Bill -  Not Received/Arrived or Need a Copy/Duplicate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	81	41	30	27	51	72	59	102	92	59	50	43	19	91	5	12	14	15	11	27	43	1	4	7	27	35	0	0	0	1101
Taxi - Complaint Questionnaire	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	2	1	0	2	0	5	1	1	0	1	0	0	0	2	0	1	1	0	1	0	0	1	2	2	0	0	29
Taxi - Credit Card Acceptance Requirement	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	2	2	1	1	1	1	1	0	1	3	1	0	0	0	1	0	5	5	4	3	3	1	1	0	3	0	0	45
Taxi - Disability Modification of Permit Rules	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Taxi - Fare Rates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	4	5	1	1	3	2	2	9	7	0	44
Taxi - Fare Rates Report 2006	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0	5	1	4	4	11	4	2	8	3	6	3	4	1	4	4	4	3	3	2	0	0	0	1	0	0	0	0	1	2	0	88
Taxi - Full Time Driving Requirement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Taxi - Job Opportunities	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	7
Taxi - Public Complaints/Comments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	2	1	1	0	4	0	3	1	0	1	1	0	2	0	5	1	4	0	0	0	0	0	1	3	1	0	1	42
Taxi - Revocation Rules	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3
Taxi - Safety Preventative Measures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"Taxi Commission - Meeting Minutes, Agendas, Dates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	5	2	4	3	5	0	2	6	0	0	0	0	0	0	0	0	35
Taxi Commission By-Laws	0	0	0	0	0	0	0	0	0	0	0	7	9	1	10	14	8	11	8	8	12	12	7	9	10	12	12	5	14	2	3	1	9	10	11	8	6	0	2	0	0	0	0	0	0	221
Taxi Commissioner - Biographies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
"Taxi Commissioner - Members, Reports, Messages, Press Releases"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Taxi Company Color Schemes / markings	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	2	4	0	2	0	1	4	2	1	3	0	27
Taxi Driver Survery Report 2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Taxi Issues - complaints / lost and found / illegal limo solicitations	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	5	1	1	3	5	9	6	0	6	0	3	1	2	3	0	3	2	4	3	3	3	1	0	0	5	1	3	0	83
Taxi Medallion - Waiting List Status	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	20	24	8	20	12	11	4	19	21	3	172
Taxi Rules and Regulations - General Information	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	7	2	1	5	1	0	0	0	0	2	0	0	0	2	0	0	0	0	1	2	0	0	29
Taxi Services - Change of Address form	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	2	2	3	2	7	1	4	4	4	2	1	2	4	1	47
TB Testing Sites	0	1	1	1	0	1	0	1	0	2	1	3	1	0	2	2	1	2	1	4	0	4	0	0	1	4	0	0	1	3	2	4	1	2	5	4	0	0	2	0	3	5	2	5	0	72
Tdap Clinics	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	9
Teen Workreation - Teen Employment	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
